canonicalsmiles,lc50
C1=CC(=C(C=C1Cl)Cl)Cl,2.874994927
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],4.303837746
C1=CC=C(C=C1)NC2=CC=CC=C2,3.788363038
CCCCCC(=O)OCC,8.93295563
CCCCCCCCCCCCN,0.10303683
CCCCOP(=O)(OCCCC)OCCCC,8.173112457
C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,0.13396433
C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,0.18414984
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,4.76728652
C1=CC=C2C=C(C=CC2=C1)O,3.458398216
CCOC(=O)C=C,2.49758709
CCCCOC(=O)CCC(=O)OCCCC,4.459581837
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,0.378205329
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,0.034032067
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,2.298191812
C1=CC=C2C=CC=C2C=C1,8.990486555
C1C2CC3CC1CC(C2)C3,0.285281006
COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],8.171513173
CCOP(=S)(OCC)SCSCC,0.249826908
CCOP(=S)(OCC)SCCSCC,3.840466729
COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl,0.304916676
C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl,0.029934628
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],0.287496623
CCOP(=S)(CC)OC1=CC(=C(C=C1Cl)Cl)Cl,0.22502255
C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],3.357975924
C1=CC(=CC=C1OC2=CC=C(C=C2)F)F,1.127891954
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,4.70298297
C1=CC(=C(C(=C1)Cl)C=O)F,9.401419617
C1=CC(=CC(=C1)C(F)(F)F)C=O,0.920128872
C1CC2CC1C=C2,9.995863671
CC(=C)C(=C)C,6.911222876
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,3.498019518
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],1.922871398
CCCCCC1=CC=CC=C1,1.709878322
C1=CC(=CC(=C1)Cl)Cl,7.912563981
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,0.719276952
C1=CC=C(C(=C1)Br)Br,4.080635852
CC(C)CC=O,3.252030029
CCCCCCCCCCCC(=O)C,0.360089211
CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC,5.425546604
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,0.093098948
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,0.305816385
C1=C(C=C(C(=C1I)O)I)I,1.20992329
CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],1.501002403
CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C,7.899697345
CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,3.198530082
CC1=C(C=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],1.301312458
C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],2.647539614
C1=CC(=CC=C1CCl)CCl,0.039008757
CCCCCCCBr,1.469249616
CCCSSCCC,2.617936936
C1=CC(=C(C(=C1Cl)Cl)Cl)Cl,1.099644844
C1=CC(=C(C(=C1N)Cl)Cl)Cl,3.60049784
C1=CC(=C(C=C1Cl)C=O)O,0.77033692
C(=O)C1=C(C(=C(C(=C1F)F)F)F)F,1.10004702
CCCCCCC(C)N,5.192745635
CCCCCCCCC(=O)C,4.828893419
CCCCCOCCCCC,3.093327778
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl,8.602328805
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,8.099723098
CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,0.060948642
CCOP(=S)(OCC)SCSC1=CC=C(C=C1)Cl,0.228122165
C=CC(=O)OCCO,4.795896754
C1=CC=C(C=C1)OC2=CC=C(C=C2)O,4.954538416
CCNC1=NC(=NC(=N1)SC)NC(C)C,9.54238318
C1=CC=C(C=C1)SSC2=CC=CC=C2,0.109914208
CCOP(=S)(CC)SC1=CC=CC=C1,1.09009491
C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=CC=C3,0.049996032
CC(COC(=O)C=C)O,3.345085827
C(C(=O)O)NCP(=O)(O)O,4.540110809
CCCCOC1=CC=CC=C1,5.764051569
COC1=CC(=C(C=C1)OC)C(=O)CBr,0.058273032
C=CN1C2=CC=CC=C2C3=CC=CC=C31,0.002999833
C1=CC=C(C=C1)COC2=CC=CC(=C2)N,9.149524619
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,0.872737183
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.105052755
C=CCCCCCCC=C,0.290178439
CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)O)C,3.196685627
C1=CC(=C(C=C1Br)C=O)O,1.300885787
COC(=O)C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)OC,1.725965042
CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.100093885
C=C(CCl)CCl,0.189179933
C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl,9.895185336
CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC,0.58962491
C1=CC(=CC=C1O)OC2=CC=C(C=C2)O,5.778332507
CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,1.948076754
C1(=C(N=C(N1)Br)Br)Br,6.123112165
C1=CC=C(C=C1)C2=CC=CC=C2Cl,3.996290122
C1=CC=C(C=C1)C2=CC(=CC=C2)Cl,7.792144713
CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],0.199810836
C1=CC(=C(C=C1Cl)O)O,1.581313927
C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,0.467942497
CC1=C2C=C(C(=CC2=CC=C1)C)C,6.398628861
CC1=C(C(=C(C=C1)C)O)C,8.206262782
COC1=CC(=C(C=C1O)Cl)Cl,4.473033093
CC(=C)C(=O)OCC1=CC=CC=C1,4.66692102
CCCCCCOC(=O)C=C,1.116186418
CCCCCCCCCCCCCN,0.065415609
C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)Cl)N,2.117817558
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,0.154458571
C=CC(=O)OC1CCCCC1,1.479491373
C1=C(C(=CC(=C1Cl)Cl)O)O,0.890949382
C1=CC=C(C=C1)C2=NC(=CC=C2)C3=CC=CC=C3,0.211912588
CS(=O)(=O)OC1=C(C=C(C=C1)Cl)Cl,4.397232174
C1=C(C(=CC(=C1[N+](=O)[O-])Cl)Cl)[N+](=O)[O-],0.038969974
CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.188788398
CC(C)SSC(C)C,8.316852142
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,0.424913715
C1=CC2=C(C=C1Cl)NC(=S)S2,3.211485742
COC(=O)C1=CC(=C(C=C1)C(=O)OC)N,8.944615578
CC(=O)C1=CC(=C(C=C1)Cl)[N+](=O)[O-],5.509837343
COP(=O)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,0.002101023
CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C,0.870413221
CC1=CCC(CC1)C(=C)C,0.711660164
C1=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl,0.222131395
C1=CC(=C(C=C1[N+](=O)[O-])C=O)Cl,3.948975723
C1=CC(=CC(=C1)Cl)NC(=O)C2=C(C(=CC=C2)[N+](=O)[O-])O,0.245119639
CC1=CCC2CC1C2(C)C,0.280074105
CCOP(=S)(OCC)SCSC(C)(C)C,0.044667882
C1=CC=C(C(=C1)C(Br)Br)C(Br)Br,0.436571108
CC(=O)C1=C(C(=C(C=C1)Cl)Cl)Cl,2.001140712
CCCCOC(C)COC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,7.194350614
CCCCCCCCC1=CC=C(C=C1)N,0.120080851
CC1=C(C=C(C(=C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)O)C(C)(C)C)Cl,0.008091131
CCN(CC)C1=CC(=C(C=C1)C=O)O,5.359161302
CC1(C2CCC(=C)C1C2)C,0.501502101
CC1=C(C=CC(=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0.109464828
CCCCOCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,0.999653868
CC1=C(C=C(C=C1[N+](=O)[O-])N)[N+](=O)[O-],6.899170557
CC(CN(C)C)C(=O)C,8.49686958
CCOC(=O)C(C)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,0.56197661
CC(C)NC1=NC(=NC(=N1)NC2CC2)Cl,3.608641648
CCCCCCCCN1C(=O)C=CS1,0.139981999
C12C(C(C3(C1O3)Cl)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl,0.003365566
CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],1.303705053
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,2.49910096
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(C)C)[N+](=O)[O-],0.434974662
CCOC(=O)C(C)N(C1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2,0.759833155
CCCCCCCCCCC1=CC=C(C=C1)N,0.06296257
C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl,0.033789147
CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,0.084613905
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,8.203460438
CCSCCCCSCC,6.058916258
C1C(O1)(CC(Cl)(Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,1.320359843
CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,4.804177419
CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,7.119814236
CC(C)(C)C1=CC=C(C=C1)OC2=CC=CC(=C2)C=O,0.365915254
C1=CC(=CC(=C1)OC2=CC(=C(C=C2)Cl)Cl)C=O,0.299691267
CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl,0.002302364
C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,0.000669593
C1=CC(=C(C(=C1)Cl)C(Cl)Cl)Cl,0.969480261
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,0.987347594
C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,0.007995547
CC1=CC(=C(C=C1)C(C)C)O,3.196891211
CC1=CC=CC2=CC=CC=C12,8.992898597
C1=CC=C(C=C1)C2=CC=CC=C2O,5.296452377
C1=CC=C2C=CC=CC2=C1,6.134551205
C1=CC=C(C(=C1)N)Cl,5.659112865
CC(C)C1=CC=CC=C1,6.322204436
CC1=CC=C(CC1)C(C)C,3.149724413
C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,0.56672664
CC1=CC=C(C=C1)C,8.393840449
C1=CC(=CC=C1Cl)Cl,7.003535506
C(CC=O)CC=O,7.916270778
CCCCCCCCCN,2.158515944
CCCCCCCCCCO,2.401188427
CC(C)OC1=CC=CC=C1OC(=O)NC,8.803285999
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,0.93243158
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.400350714
C1=CC(=C(C=C1Cl)Cl)O,8.207061813
CCNC1=NC(=NC(=N1)Cl)NCC,6.406482776
C1=CC=C2C(=C1)C3=CC=CC=C3O2,1.814680492
CN(C)C(=S)SSC(=S)N(C)C,0.021673765
CCC1=CC(=CC=C1)CC,4.147792619
CCCCCCOC(=O)C,3.999403081
CCCCCCCCCO,5.611978801
COC1=CC=CC(=C1O)C=O,2.601787104
COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,3.301218951
COP(=S)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl,2.797086434
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,2.380812966
C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],0.600611368
CC1(CCCC2(C1CCC(=C)C2CCC(C)(C=C)O)C)C,0.119990355
CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-],1.850893744
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,5.46505582
COC1=CC(=C(C(=C1)OC)C=O)O,2.682112921
C=CC(CCl)Cl,8.18229754
C1=CSC=C1Br,6.184351515
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,1.271383371
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)O,1.337049457
COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,0.649797161
CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,2.849545111
CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O,0.212623775
COC(=O)C1(C2=CC=CC=C2C3=C1C=C(C=C3)Cl)O,1.451639107
CCCSCSP(=S)(OCC)OCC,0.320172485
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,0.299673588
C1=CC2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl,0.188096361
C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl,0.27128397
CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.1779346
CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,2.3977107
COC(=O)C1=CC(=C(C=C1)C(=O)OC)[N+](=O)[O-],6.527167558
COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl,0.678468547
CCCCCCCCCCCN,0.209801151
CCOC(=O)C(C(=O)OCC)Cl,0.950966575
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,5.000273412
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,1.900539741
CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,0.693228184
CCCCCCCCOC1=CC=CC=C1NC(=O)C,0.450366526
CCCCCCOC1=C(C=C(C=C1)C=O)OC,2.669820726
C=CCN=C=S,0.86166136
CC1=CC(=O)C2=CC=CC=C2C1=O,4.965725442
C1=CC=C(C=C1)C(=O)CBr,0.298497338
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,3.6286608
C=CS(=O)(=O)C=C,4.59695955
CCC(C)(C)C1=CC=C(C=C1)O,9.671168196
C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-],9.983645096
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2.266579552
C1(=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl)O,1.924316159
C1=C(C=C(C(=C1Cl)O)Cl)Cl,7.679754699
CC(C)(C)C1=CC=CC=C1O,7.70420371
C1=CC(=C(C=C1Cl)[N+](=O)[O-])O,1.316511685
CC1=CC(=C(C=C1Cl)C(C)C)O,2.608392431
C1=C(C=C(C(=C1C=O)O)Br)Br,6.266402896
C1=C(C=C(C(=C1C=O)O)Cl)Cl,5.383390758
C1=CC=C(C=C1)C2=CC=C(C=C2)O,6.934021305
C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,7.173889562
C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,8.854164202
C1=CC=C(C=C1)COC(=O)C2=CC=C(C=C2)O,6.43267424
CCCCOC(=O)C1=CC=C(C=C1)O,9.084821741
CC1=C(C=CC(=C1)O)O,1.713608632
C1=CC(=C(C=C1N)Cl)Cl,6.911016375
C1=CC(=C(C=C1O)Cl)Cl,2.898595438
C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,2.159
C1=C(C(=CC(=C1Cl)Cl)Cl)O,1.568004296
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O,0.218748848
C1=CC(=CC=C1[N+](=O)[O-])O,5.288813474
C1=CC(=CC=C1CBr)[N+](=O)[O-],1.058069427
C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],8.425454704
C1=CC=C(C=C1)N=C=S,5.259503737
CCCCCCCCCC1=CC=C(C=C1)O,0.746643442
CCCCC1=CC=CC=C1,7.547745267
CCOC(=O)CBr,0.350522961
C=CC=O,0.722192865
C1=CC=C(C=C1)S,2.410476867
CCCCCCCCCC(=O)OC,7.801708917
CCCCCCCCBr,2.605117719
CCCCCCCCCC(=O)C,4.96808875
CCCCCCCCCCOC(=O)C,2.640731291
CCCCCCCCCN,2.852036379
CCCCCCCCCCO,7.318566807
CCCCCCCCCCCO,1.911219564
CCCCCCCCCCC=O,3.476874745
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,5.053789791
C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,3.948864343
C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,0.099106532
C1=C(C=C(C(=C1Br)O)Br)Br,4.069730968
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,7.530562841
CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,3.57365855
C1=CC=C2C(=O)C=CC(=O)C2=C1,1.5815
C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,9.138188556
COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,8.677440784
CC1=CC=CC=C1C(=O)C2=CC=CC=C2,8.371198405
C1=CC=C2C(=C1)C3=CC=CC=C3O2,6.394403984
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,8.918085966
CCCCCCC1=C(C=C(C=C1)O)O,3.078970587
C(C(=O)N)I,2.588676116
C1=CC=C2C(=C1)C=CC3=C2N=CC=C3,8.777818022
C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,7.134875068
C1=C(C=C(C(=C1I)O)I)[N+](=O)[O-],6.054325557
C1=C(C(=C(C(=C1F)F)F)[N+](=O)[O-])F,2.631422501
C1=C(C=C(C(=C1[N+](=O)[O-])O)F)Br,5.661007109
C1=C(C(=CC(=C1[N+](=O)[O-])F)F)[N+](=O)[O-],1.697547071
C1=C(C(=CC(=C1F)[N+](=O)[O-])[N+](=O)[O-])N,4.106138235
C1=CC(=C(C=C1F)[N+](=O)[O-])O,6.549016506
CCCCCCC(=O)CCCCCC,5.975997524
C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,0.281252525
C1=CC2=C(C(=O)C=CC2=O)C(=C1)O,0.081456094
CC1=CC(=O)C2=C(C1=O)C=CC=C2O,1.187336078
C1=CC=C2C(=C1)C=CC(=O)C2=O,0.09978595
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,8.646143284
CC1=C(C(=C(C(=C1O)C)C)O)C,8.723345587
C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],9.453520018
C(C(=O)CCl)Cl,1.142092079
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],3.689353244
CCCCCC1=CC=CC=C1,2.404171288
CCN=C=S,2.057157254
C1=CC=C2C(=C1)C=CC=C2N=C=S,1.351319727
C([N+](=O)[O-])Br,3.220637679
CC1=CC=C(C2=CC=CC=C12)C,5.804126022
C1=CC(=C(C(=C1)Cl)Cl)O,8.554357663
CC1=C(C(=C(C(=C1Br)Br)Br)Br)O,1.140456602
C1=CC(=C(C=C1O)Br)O,3.948980435
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br,1.209753962
C1=C(C=C(C=C1Cl)Cl)O,4.48939382
CCCCN=C=S,2.19004117
CCCCCCCCCCCC(=O)C,1.508031138
C1=CC=C2C(=C1)C=CC(=C2O)[N+](=O)[O-],8.257568097
CC1=C(C=CC(=C1C)O)O,5.375050199
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,1.068918944
CCOC(=O)C(C(C)Br)Br,9.992429774
C1=C(C=C(C(=C1I)O)I)I,1.008690282
C1=C(C=C(C(=C1[N+](=O)[O-])O)Cl)Cl,3.698821173
CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],5.500238068
C1=CC(=C(C=C1O)[N+](=O)[O-])Cl,9.320186826
C1=CC=C2C=C(C=CC2=C1)C(=O)CBr,0.273762292
C1=CC=C(C=C1)OC(=O)CBr,1.805173924
C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],5.660338022
C1=CC=C(C=C1)CN=C=S,0.27151769
CCOC(=O)CI,0.256692851
CCCN=C=S,2.051407552
CCCCCCCBr,5.835735315
CCCCCN=C=S,2.543080359
CCOC(=O)C(C(=O)OCC)(Br)Br,2.319382566
C1=CC(=C(C(=C1N)Cl)Cl)Cl,8.777334607
