canonicalsmiles,lc50
CC(C)([N+](=O)[O-])Br,2.351166202
C=CS(=O)(=O)C1=CC=CC=C1,8.827782224
CCC1=CC=C(C=C1)C2=CC=CC=C2,1.952951985
CCCCCCCC(CCCCC)O,1.152951989
CCCCCCCCCCC(=O)C,3.940690816
C1=C(C(=C(C(=C1Cl)[N+](=O)[O-])Cl)[N+](=O)[O-])Cl,1.752305174
C(C(=O)C(=O)CBr)Br,4.218675165
CC(C)CCOC(=O)C1=CC=C(C=C1)O,6.895805605
C1=C(C(=CC(=C1Cl)Cl)[N+](=O)[O-])N,4.528887423
CCCCCCOC(=O)C1=CC=CC=C1,2.368410745
CC1=CC(=C(C=C1Cl)[N+](=O)[O-])O,4.397303399
CCCCOC1=CC=C(C=C1)[N+](=O)[O-],7.421675497
CCCCCCCCCCCN,0.805022401
C1=CC(=C(C=C1Br)[N+](=O)[O-])O,2.940739761
CCCCCCCCCCC(C)O,4.076458111
CCCCCCCCC(CCC)O,4.171408137
C1=CSC(=C1)C(=O)CBr,1.229991277
C1=C(SC(=C1)Br)[N+](=O)[O-],8.093698924
CCCCCCCCNC(=S)N,5.820259737
CC(C)(C)C(=O)CCl,7.261811307
CCCCCC1=CC=C(C=C1)O,4.319953145
CC(C)(C)C1=CC=C(C=C1)C(=O)OC=C,5.497726459
CCCCOC(=O)CCCCCCC(=O)OCCCC,6.3239449
CCCCCCCCC1=CC=C(C=C1)N,0.762910791
C1=CC=C2C(=C1)C=CC=C2CN=C=S,0.175162736
C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)O,9.138188556
C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,8.41156146
CCCCCOC1=CC=C(C=C1)O,7.867759549
CCCCCCOC1=CC=C(C=C1)O,4.450469614
C1=CC(=CC=C1[N+](=O)[O-])OC(=O)CBr,4.027543663
CC1=C(C(=CC=C1)C)N=C=S,5.221877579
C1=C(C=C(C(=C1Cl)Cl)Cl)[N+](=O)[O-],6.380816018
CC(C1=CC=CC=C1)N=C=S,0.326457527
C1=C(C=C(C(=C1[N+](=O)[O-])[N+](=O)[O-])Cl)Cl,0.901010643
C1=CC=C(C=C1)CC2=CC=CC=C2O,9.023197267
C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)CBr,0.586982436
C1=CC(=CC=C1C2=CC=C(C=C2)Br)O,1.22003932
C1C2=CC=CC=C2C3=C1C=C(C=C3)C=O,6.156249466
CC1=C(C2=CC=CC=C2C=C1)C=O,9.999658572
CCCCCCCCCOC(=O)C1=CC=C(C=C1)O,0.619720187
CCCCCCOC1=CC=C(C=C1)N,8.057249588
CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,1.013021002
CCOC(=O)C1=CC=C(C=C1)I,8.14739956
C(CN=C=S)CN=C=S,0.301444024
COC1=C(C(=C(C=C1)Cl)Cl)Cl,4.845186201
C1=CC=C(C=C1)C2=C(C(=CC(=C2)Br)Br)O,2.022431606
C1=C(C=C(C(=C1C=O)Cl)Cl)Cl,3.991942042
C1=CC=C(C=C1)CSC2=C(C=CC=N2)[N+](=O)[O-],4.692961363
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)C(=O)CBr,1.325779356
C1CC2=C(C1)C=C(C=C2)N=C=S,0.578972754
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,1.532148812
C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,6.710070255
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,0.371097211
CC(=O)C=C,2.165987071
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,6.991586303
CC1=CC(=CC(=C1Cl)C)O,9.881427522
C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-],4.636614282
C1=C(C(=CC(=C1Cl)Cl)Cl)[N+](=O)[O-],6.681534612
C1=CC=C2C(=C1)C=CC=C2Br,2.858361039
C1=CC=C2C(=C1)C=CC=C2I,1.71772362
COC(=O)CBr,1.681148845
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,1.401304277
CCCCCCCCCC=O,8.16296097
CCCCCCCCCCCCO,1.286124419
CCCCCCCCCCCC=O,3.203113012
CCCCCCCCCCCCCO,0.710904434
CCCCCCCCCCCCCCO,4.583575868
CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2,7.812453316
C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,6.851390779
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,1.638858391
C1=CC=C2C(=C1)OC3=CC=CC=C3S2,1.826392907
CCCCCC1=CC(=CC(=C1)O)O,8.827775473
CC1=C(C2=CC=CC=C2C=C1)C,7.651326478
C1=CC=C(C=C1)C2=CC(=CC=C2)O,7.603003173
C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-],7.162713463
C1=CC=C(C=C1)C2=CC=CC3=CC=CC=C32,1.862964542
C1=CC=C2C(=C1)C(=CC(=C2O)[N+](=O)[O-])[N+](=O)[O-],3.016565845
C1=CC(=C(C=C1O)Cl)O,7.943609673
CCCCCCCCl,5.877684328
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)N,2.531768155
C1=C(C(=CC(=C1Cl)Cl)Cl)N,9.848324605
C1=C(OC(=C1)[N+](=O)[O-])C=O,0.830740629
CC1=CC(=C(C(=C1O)C)C)O,6.956421954
C1=C(C=C(C(=C1O)Cl)Cl)Cl,0.842068164
CC(C)(C)C1=CC(=C(C(=C1)O)O)C(C)(C)C,1.725752192
C1CCC(CC1)C2=CC=C(C=C2)O,4.854329207
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O)O,4.946257557
C1CCC(C1)C2=CC=C(C=C2)O,8.320150232
CC(C)(C)OC(=O)CBr,0.76058202
CC(C)(C)C(=O)CBr,0.751578634
C1=C(C(=CC(=C1Cl)Cl)[N+](=O)[O-])[N+](=O)[O-],1.461268495
CCCCCCCOC1=CC=C(C=C1)O,1.943967813
C(C(C(=O)N)Br)Br,2.769523941
C1=CC(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl,6.996425637
C1(=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl)[N+](=O)[O-],0.462998173
CCCCC1=CC=C(C=C1)N=C=S,0.324857028
CCCCCCCCCCNC(=S)N,2.484489049
CCCOC(=O)CBr,0.886646801
COC1=NC(=C(C=C1)[N+](=O)[O-])Cl,8.231377153
CC(C(=O)C(=O)C(C)Br)Br,1.846957588
CC1=CC(=CC(=C1)N=C=S)C,2.122395842
C1=CC(=C(C=C1N=C=S)[N+](=O)[O-])Cl,1.666058803
