canonicalsmiles,lc50
CC1=C(C=C(C=C1)[N+](=O)[O-])C,16.011683
CCC(=O)OCC,148.6460701
CCCCNC(=S)NCCCC,33.03258537
CCCCC(=O)O,44.99387857
C(CCl)OCCCl,240.0857073
C(COCCOCCO)O,45350.61707
C1=CC=C2C=NC=CC2=C1,25.12627081
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],35.02526159
CC(=O)CC(=O)C,1280.916562
CCC(C(C)CO)O,6862.894702
C1=CC=C2C(=C1)C3=CC=CC=C3S2=O,19.97994608
CC(C)OP(=O)(C)OC(C)C,267.1201086
C1=CC(=C(C(=C1)Cl)C(=O)N)Cl,856.641902
CNC(=S)N(C)C,770.2245844
CN(C)C(=S)N(C)C,769.7152621
CC(CO)O,5122
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,186.61
C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,276.5992944
C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,284.8038656
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1005.98612
C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1019.3764
C(=O)(C(C(F)(F)F)(F)F)O,120.1963574
C(=O)([O-])[O-].[Na+].[Na+],1000.59398
C(=O)([O-])[O-].[K+].[K+],159.11
CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,630
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,169
C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,1550
[O-]Cl(=O)(=O)=O.[Na+],929
[Na+].[Cl-],601
[O-]S(=O)(=O)[O-].[Ca+2],3247
[O-]S(=O)(=O)[O-].[K+].[K+],1910
[Mg+2].[Cl-].[Cl-],720
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,64
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,80.1
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,82
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,74
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,100
CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br,109
C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,11.4998
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,222.74
C(C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,100
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,36
C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,88
C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,33.5
CC1=C(C=CC(=C1)C(C(F)(F)F)(C(F)(F)F)F)NC(=O)C2=C(C(=CC=C2)I)C(=O)NC(C)(C)CS(=O)(=O)C,132.403
