canonicalsmiles,lc50
C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,129.955557
C1=CC(=C(C=C1Cl)Cl)C(=O)N,95.67516365
CC(=C)C(=O)OCC1CCCO1,34.6724932
C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],15.01503336
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,14.00825133
C1=CC(=CN=C1)CCCO,150.0689343
COC(=O)C1=C(C=CC(=C1)Cl)Cl,13.89368063
COC1=C(C(=CC(=C1)C=O)Br)O,59.66052571
COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC,34.10762254
CCC(C)C(C)C=O,16.01873338
C1=COC=C1CO,507.7723021
COC1=CC(=C(C=C1C=O)OC)OC,49.51069276
CC(C)(CC(=O)O)CC(=O)O,14111.76305
C1=CN=CC=C1CCC2=CC=NC=C2,151.1415685
CC1=C(C(=CC=C1)O)[N+](=O)[O-],46.14118488
CCN1C(=O)CC(=O)N(C1=S)CC,4514.339446
CCSCCSCC,60.25025379
CCCCCCCCOC(=O)C(C)O,23.98691048
CC1=CC(=NC(=N1)N)Cl,141.2744745
CC1=C(C=CC=C1OC)OC,20.2016116
CN(C)C1=CC=CC=N1,127.0470467
C1=CC(=C(N=C1)Br)O,469.4066612
C1=CC(=C(N=C1)Cl)O,621.441912
CCOC(CN(C)CC(OCC)OCC)OCC,636.1597735
C1CN(CCN1CCCN)CCCN,3102.590165
CCOC1=CC=C(C=C1)C=O,27.57928995
CC1=C(C=CC(=C1[N+](=O)[O-])N)[N+](=O)[O-],11.11211383
CC(=O)C1=C(C(=C(C=C1)OC)OC)OC,198.4698723
CCC(C)N,274.8874775
CCNCC1=CC=CC=C1,57.14901018
C1=CC(=CN=C1)C(=O)C2=CC=C(C=C2)Br,20.39232861
C1=CC=C(C=C1)C(=O)C2=CC=NC=C2,103.0265542
CC1(CCC(O1)(C)C)C,167.850253
C1=CC(=C(N=C1)[N+](=O)[O-])O,166.8930053
CC(C)(C)CCN,601.3640968
CC1(C(=O)N(C(=O)N1Br)Cl)C,14088.44893
C(CCl)P(=O)(O)O,129.9684056
C1=CC(=O)NC(=C1)Cl,213.9934301
CC1=C(N=NC(=N1)N)C,952.6025529
CC1=NC(=CC=C1)Cl,232.1392385
CC1=C(OC(=N1)C)C,447.5797119
C1=CC(=CC(=C1)Br)C(=O)N,94.64444633
CCOC(=O)CC(C(=O)OCC)S,35.02797358
CC(C)C1=C(C(=CC=C1)C(C)C)N,14.21294384
CC(C)(C(C(F)F)(F)F)O,582.6644985
CC(C)CCCCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,22.01518605
CCNC1=NC(=NC(=N1)OC)NC(C)(C)C,49.74415008
COCCCNCC1=CC(=C(C(=C1)OC)OC)OC,135.9255052
C1CCOC(C1)CBr,205.1040922
CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,14.95536034
COC(=O)C1=C(C=C(C=C1)Cl)[N+](=O)[O-],27.45545292
C1=CC(=C(C=C1O)C=O)[N+](=O)[O-],41.88208819
CC(C)(C)C1=CC=C(C=C1)C(=O)N,31.88319544
C1=CC=C(C=C1)C[N+]2=CC=CC(=C2)S(=O)(=O)[O-],2408.267682
CC1=C(C(=C(C=C1)[N+](=O)[O-])N)[N+](=O)[O-],12.21227517
CS(=O)C,34030.89781
CN(C)C=O,10540.42062
CCC(C)O,3672.27766
CC(CN)O,2521.725221
CC1(CCC(CC1)C(C)(C)N)N,65.34535895
CC(=C)C(=O)OC,320.2734521
CC1=CC=CC=C1[N+](=O)[O-],37.51147531
C1=CC=C2C(=C1)N=CS2,63.9653187
C1=CC=C(C(=C1)Cl)Cl,57.0581038
CCC(=O)CC,1538.701748
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N,15.09161369
CC1=C(C=C(C=C1)[N+](=O)[O-])N,70.02805379
C1=CC(=CC=C1N)[N+](=O)[O-],115.1480452
C1=CC(=CC=C1[N+](=O)[O-])O,40.95985878
CCN(CC)CCO,1781.92965
C1=CC=C(C=C1)CN,102.0921325
C1=CC=C(C=C1)CO,460.242018
C1=CC=C(C=C1)C=O,12.78784434
CCCN(CCC)CCC,50.95131074
CN(C)CC1=CC=CC=C1,37.75799397
CC(=O)NC1=CC=C(C=C1)O,813.6484159
CCCCC1=CC=C(C=C1)N,10.20601351
CC1=CC(=C(C=C1)O)C,17.01880742
C1=CC(=CC=C1N)Cl,30.60191859
CC1=CC=C(C=C1)N,159.5850762
C1C(O1)CCl,12.71263635
CCCBr,67.27747779
C(CCl)O,58.19019689
C1CCC(CC1)O,852.5000554
C(CN)CN,1191.225551
CCCCCN,177.1402779
C1=CC=NC=C1,96.42207727
CCCCCCC(=O)C,45.91153363
CCOCCOC(=O)C,42.17935458
CCCCCCN,56.64185865
CCCCCCO,117.0370572
C(CO)NCCO,1481.726243
CCOCCOCCO,13888.50213
CCCCCCCCC(=O)O,104.0678001
CC1=C(C=C(C=C1)N)[N+](=O)[O-],25.95804953
COC1=C(C=CC(=C1)C=O)O,115.9503214
CN(C)C1=CC=CC=C1,65.52860885
CCC1=CC=C(C=C1)O,10.39749749
CCCC(C)C=O,18.77994499
COC(=O)C1=CC=CC=C1C(=O)OC,121.1168582
C(CO)N,2069.660106
CCOC(=O)C,230.1575899
C(CCl)CCl,130.9186356
CNC1=CC=C(C=C1)F,38.40574116
CC1(C2CCC1(C(=O)C2)C)C,17.00201314
C1=CC(=NC(=C1)C(=O)O)C(=O)O,322.1280377
COP(=O)(OC)OC,7003.983731
CC1=CC(=C(C(=C1)C)O)C,13.00604403
CCC1=CC=C(C=C1)N,73.01817064
CC(C)C(C)N,283.9992686
CC1=CC(=C(C=C1)N)Cl,36.06310807
CC1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],22.30393997
C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],132.8764954
C1COCCN1CCO,2709.159774
CCCC1=CC=C(C=C1)O,10.99373641
CCN(CC)C(=O)C,1500.857179
C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],491.4980335
COP(=S)(OC)S,23.50452458
C1(=C(C(=C(C(=C1F)F)F)F)F)N,37.12280668
CC(C)(C)OC,671.7726473
C(O)P(=O)(CO)O,29.00967411
CCSC(=O)N1CCCCCC1,27.01081431
C1CN(CCN1)CC2=CC=CC=C2,47.44100338
CCOC(=O)N(C(=O)OCC)C(=O)OCC,13.29737116
C1=CC(=O)NC=C1Cl,1138.676978
CC(C)OC(=O)C(=C)C,37.99993869
CCCC(C=C)O,30.3874611
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,429.8464026
CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,274.1160491
CSCCCCCCSC,10.10170426
CN1C=C(C(=O)C(=C1)C2=CC(=CC=C2)C(F)(F)F)C3=CC=CC=C3,22.00855507
